Rent Price,Address,Location,Number of Bed,Number of Bath,Living Area (ft^2),Land Area (ft^2)
364 900,"1085 A-1085, rue des Huards",Ste-Agathe-Des-Monts,6,2+1,2432,7071
409 000,"1040, chemin des Cormorans",Nominingue,3,2+1,1650,63667
349 800,"112, rue du Méteil",St-Augustin-De-Desmaures,3,2,1188,8208
339 000,"15, chemin Beaudin",Val-Des-Monts (Perkins),3,1+2,1500,45820
43 500,"244, chemin du Lac-Prinzèles",Lac-Bouchette,2,1,875,43466
30 000,rue du Haut-Quartier,Val-Morin,2,1,875,30000
395 500,"208-3135, rue Micheline Beauchemin",Longueuil (Vieux-Longueuil),2,1,1301,2184
185 000,"1881, avenue Lamountain",Alma,4,2,1204,6860
350 000,rue Boréale - Modèle à construire,Ste-Marguerite-Du-Lac-Masson,2,2,1500,43560
329 000,"19, rue Baldini",Stoke,6,2,1430,53830
365 000,"2914, chemin d'Oka",Ste-Marthe-Sur-Le-Lac,4,1+1,2077,10457
263 800,"1345, rue du Lierre",Sherbrooke (Fleurimont),3,2+1,1584,7851
163 800,"A-113, rue du Fenouil",St-Augustin-De-Desmaures,2,1,1040,2147
339 900,"2144, boulevard Saint-Placide",St-Placide,5,2,1260,40855
354 000,"253, Côte Saint-Paul",St-Colomban,3,2,2800,47620
379 000,"856, chemin de Mille-Isles",Mille-Isles,3,2,1827,118595
80 000,"2408, rang Saint-Joseph",Ste-Perpétue,3,1,1546,10659
225 000,"1374, chemin du Chenal-du-Moine",Ste-Anne-De-Sorel,5,2,1294,6600
339 000,"752, rue Mathurin-Durant",Boucherville,3,2,1000,7200
200 000,"1100, rue du Père-Marsolet",Trois-Rivières (Trois-Rivières),6,2,1044,8036
190 000,"538, rue du Lys-Blanc",Granby,3,1+1,1080,5400
489 000,"32, rue Augusta",Morin-Heights,4,2+1,2625,35544
49 000,"0, rue des Bouleaux",Val-Morin,4,2+1,2625,32300
599 000,"1641, boulevard de l'Entente",Saint-Sacrement,4,2,2212,6480
425 000,"809, rue Marie-Louise-Lemelin",St-Nicolas,3,1+1,1491,7524
349 000,"1712, rue des Horizons",Magog,3,1+2,1620,8820
314 000,"294, rue Houle",St-Eustache,3,2,1087,7056
269 500,"899, rue des Lacs",St-Severin-De-Beauce,9,2,3840,50249
224 900,"125, rue des Chenaux",Ste-Anne-De-La-Perade,3,2,1350,45561
275 000,"36, rue Laliberté",St-Étienne-De-Lauzon,5,2,1024,5500
559 000,"150, avenue Strathyre",LaSalle,3,1+2,1864,3570
1 200 000,"5000, chemin Harvey",Labrecque,3,1,3100,39600
144 500,"4229, rue Pavillon",Sherbrooke (Rock Forest),2,1,949,9859
380 000,"8, rue Dufresne",St-Apollinaire,4,1+1,1735,22000
"0,70",Île du Canard Blanc,Lac-Simon,4,1+1,1735,50000
40 000,rue Boréale,Ste-Marguerite-Du-Lac-Masson,4,1+1,1735,65340
489 900,"2582, rue de l'Immaculée-Conception",St-Ours,3,1+1,2853,17970
413 900,"221, rue de Rosemère",Rosemère,4,1+2,1760,4525
156 000,"190, chemin Lac-Moreau",Ste-Thecle,2,1,762,24700
252 000,"280, rue de la Flore",St-Nicolas,4,2+2,1092,6775
474 999,"25, rue Jean Louis Lachapelle",Beloeil,4,3,2007,7879
244 000,"946, rue de la Concorde",St-Jérôme (Bellefeuille),3,2,1136,6981
189 000,"38, Route 143",Canton-de-Hatley,3,1,2500,44512
209 000,"170, rue du Collège",Pont-Rouge,4,2,952,8387
172 000,"240, rue Brisebois",Trois-Rivières (Trois-Rivières-Ouest),3,2,914,4885
480 000,"614, rue du Parc",St-Liguori,5,2+1,914,42400
849 000,7041-7043-7045-7047,Ste-Dorothée,3,2+1,914,7000
225 000,"599, Chemin 15A  du Lac-Sébastien",St-David-de-Falardeau,4,1+1,1040,181092
215 000,"4050, rue Jacques-Crépeault",Les Saules,3,1,1720,8745
390 000,"2001, boulevard Anne-Le Seigneur",Chambly,4,1+1,1460,6500
540 000,"600, chemin de l'Ancienne-Érablière",St-Sauveur,5,3+2,2850,55437
239 000,"135, côte Saint-Jean",St-Roch-De-Richelieu,2,1,2850,7200
339 000,"14060, rue Poitras",Mirabel (St-Canut),5,2+1,1714,7909
359 800,"136, rue de l'Épée",Gatineau (Gatineau),3,2,1400,5000
169 000,"11, rue Terio",St-Hippolyte,3,1,864,22749
206 000,"720, rue de Boucherville",Drummondville (Drummondville),4,1+1,950,6568
272 000,"571, rue Anick",Beauport,2,1+1,1008,5412
264 000,"2590, grand Rang",St-Raymond,5,1,2056,53819
675 000,"912-A-912-914, rue Boissy",St-Lambert,7,3,2056,5000
298 500,"5, rue Albert - Par Construction Impec inc.",Lévis,5,2,1080,6000
198 000,"137, chemin de Lac-Ste-Marie",Lac-Ste-Marie,1,2,1080,212738
205 000,"103-1620, rue Mcnamara",Chomedey,2,1,900,2151
369 500,"172, route 138",Neuville,4,2+1,3108,13860
235 000,"4532, boulevard Allard",Drummondville (St-Nicéphore),4,1+1,1008,28318
179 500,"30, 6e Avenue du Domaine-Bruneau",St-Gabriel-De-Brandon,2,1,1300,20000
439 500,"1875, rue Alice-Trépanier",Lebourgneuf,2,2+1,1370,10921
700 000,"1780, 6e Rang",St-Gabriel-De-Brandon,20,2+1,1370,71350
337 000,"124, rue Brindamour",Beauport,4,1+1,1330,5795
140 000,", rue du Père-Champagnat",Chicoutimi (Chicoutimi),2,1,1052,23143
389 000,"1241, rue de la Faune",Roxton Pond,4,2+1,1800,45283
239 500,"1851, rue Principale",St-Faustin-Lac-Carré,2,2,1425,3735
235 000,"1055, rue Gilles-Lupien",Trois-Rivières (Trois-Rivières),3,1+1,1275,5310
130 000,"836, chemin du Grand-Platin",Nouvelle,4,1,2906,42112
381 500,"54, rue du Pimbina",Breakeyville,3,1+1,1800,7760
254 900,"93, rue Laurette-Lapierre",Breakeyville,3,1+1,1164,5854
143 000,"181, chemin du Lac-Sumas",L'Ascension,2,1,1346,15000
369 900,"2114, rue de l'Acropole",St-Émile,4,1+1,1568,5498
105 000,"Lot #58, route Saint-Joseph-des-Monts",Ste-Anne-Des-Monts,1,1,337,526355
339 000,"6, rue Provencher",Valleyfield,3,2+1,1786,8914
295 000,4848 rue Adam,Mercier / Hochelaga / Maisonneuve,2,1,1786,1700
595 000,"3, rue de la Promenade",Victoriaville,5,3,3524,35999
335 000,"1560, chemin Jacques-Cartier Sud",Stoneham,3,1+1,400,161103
287 600,"1847, rue du Zénith",St-Émile,2,2,1250,6749
375 000,"1364, chemin du Tour-du-Lac-des-Îles",Mont-Laurier,3,2+1,1250,52000
164 900,Modèle à construire - Par les Constructions André Jacques inc.,Victoriaville,2,1,900,400
239 900,"236, rue Prairie",St-Jean-sur-Richelieu (L'Acadie),2,1+1,1106,14624
194 000,"166, rue Dubois",Laurier-Station,3,1+1,715,4171
415 000,710-712-714 rue de l'Harmonie,St-François,2,1+1,715,5034
379 000,"124, rue de Savoie",Terrebonne (Terrebonne),3,1+1,1750,6297
349 000,"159, rue de Lacolle",St-Jean-sur-Richelieu (St-Athanase),3,2,1520,8000
650 000,"100, boulevard Vachon",Ste-Marie,7,3+1,4115,61622
275 000,"40, rue Paul-Racicot",Lévis,2,1,1196,5153
249 000,"6, rue du Beau-Site",Ste-Catherine-de-la-JC,3,2+2,1295,10001
209 500,"131, rue du Patrimoine",St-Raymond,3,1+1,968,10200
389 000,"131, chemin du Sphinx",St-Armand,3,2+1,2450,32356
98 500,"645, chemin du Petit Lac Clair",St-Ludger-De-Milot,2,1,736,27900
295 000,"8, rue du Muguet",Pont-Rouge,4,2+1,1560,8064
568 000,"164, boulevard de Gaulle",Lorraine,3,2+1,1560,9751
310 000,"240-242, avenue Santerre",Vanier,3,1,1560,4173
428 800,"8543, rue Centrale",LaSalle,3,1+1,1560,4160
189 900,"2-200, chemin des Mas",Boischatel,2,1,1008,227598
489 000,"1043, avenue Marguerite-Bourgeoys",Sillery,4,3,1008,4897
335 000,"948, rue du Domaine",St-Rene,3,1+1,1800,78528
279 000,"992, rue du Père-Champagnat",Chicoutimi (Chicoutimi),3,2,1088,9793
995 000,"7714, rue Lajeunesse",Villeray / St-Michel / Parc-Extension,5,2+2,2080,1938
299 900,"2631, chemin Victor-Beauchemin",St-Faustin-Lac-Carré,3,1+1,1350,27948
485 000,"764, Impasse de Berry - Par les Habitations Sud-Est",Granby,4,2+1,1800,38000
459 000,"72, rue François-Bertrand",Ste-Catherine-de-la-JC,3,1+1,1804,53739
459 000,"736, rue Raymond-Martel",Terrebonne (Lachenaie),4,2+1,1406,6716
295 000,"108, rue Mercier",Beauport,3,2,1100,4650
184 500,"1006, rue de Dieppe",Baie-Comeau,5,3+1,1120,6673
275 000,"42, rue des Nobles",Loretteville,3,1+1,1854,4278
155 000,"00, route 255 Nord",Dudswell (Marbleton),3,1+1,1854,4216417473
269 500,"173, rue Jasper Nord",Chertsey,4,2,1350,39000
279 700,"310, 4e Rang Nord",Sts-Anges,4,1,1350,3031978
545 000,"1863-1861, avenue Barbe",Chomedey,8,3,1350,3750
730 000,"493, rue du Commodore",St-Nicolas,4,3+1,2800,8364
269 000,"10-12, chemin Notre-Dame",Blainville,4,2,600,8998
156 500,"1395, rue Charles-Rodrigue",Lévis,2,1,990,12708
440 000,"6, rue Beauregard",Gatineau (Gatineau),6,2,1589,109771
161 000,"465, rue P.-Mondou",Drummondville (Drummondville),3,1+1,1200,612
238 500,"6, rue des Ardoises",Ste-Agathe-Des-Monts,4,3,1260,8600
349 000,"3452, avenue Édouard-Hamelin",Shawinigan (Shawinigan),4,2+1,2195,13336
300 000,"2605, rue Isabelle",Sherbrooke (Rock Forest),3,2,962,27394
400 000,"460, avenue Ludovic-Laurier",Terrebonne (Lachenaie),4,2+1,1514,5229
599 900,"1596, rue Joseph-Daigneault",Longueuil (St-Hubert),4,2+1,1514,6236
449 900,"1930, rue Durivage",Terrebonne (Terrebonne),6,2,2300,26200
289 000,"104, chemin des Champs-Boisés",Piedmont,3,2+1,1400,10000
638 000,"10, chemin du Golf",Ste-Anne-Des-Plaines,3,1+1,3097,33024
865 000,"281, chemin Godin",Sherbrooke (St-Élie-d'Orford),3,1+1,3097,196020
244 000,"80, place Jonathan",Beauport,4,2,1000,6300
415 000,"3080, chemin du Golf",Drummondville (Drummondville),5,1+1,1948,19000
490 000,"67, croissant du Sillon",Terrebonne (Lachenaie),4,2+1,1662,7928
449 000,"1061, rue Marion",L'Assomption,4,2+1,2273,6600
339 000,"8, chemin Groulx",Cantley,3,2,1200,40000
392 000,"155, rue Yamaska",St-Hugues,4,1+1,2240,25160
179 900,"4, rue Chabot",Lévis,2,1+1,884,1655
179 000,"536, 3e Rang",St-Jean-sur-Richelieu (Iberville),5,1+1,2155,25417
139 900,"13, 18e Rue",Fossambault-Sur-Le-Lac,1,1,480,3400
157 000,"620, rue de Provence",Chicoutimi (Chicoutimi),3,1+1,626,3431
339 000,"153, rue du Faubourg",St-Côme,4,2+1,2250,10193
199 000,"3210, rue de Courval",Trois-Rivières (Trois-Rivières),3,1,1040,6080
75 000,604-606 rue Demers Est,Princeville,3,2,1040,289
224 000,"29, avenue Élisabeth",St-Charles-De-Bellechasse,3,2,1031,7938
219 000,"710, rue Robidoux",Marieville,4,1+1,875,6155
412 000,"140, rang 2 et 3",St-Camille,2,1+1,1296,7318080
288 000,"101-871, avenue Belvédère",Montcalm,2,1+1,945,536
286 000,"4371, rue Bertrand-Fabi",Sherbrooke (Rock Forest),4,2,1332,35600
284 900,"453, chemin Saskia",Cookshire-Eaton,4,1+1,1299,53299
119 900,"366, rue Roy",East Broughton,3,1+1,1352,8033
259 900,"9085, rue Drolet",Lebourgneuf,3,1,1080,10640
325 000,"62, chemin du Lac Leslie",Litchfield,4,2,1624,44362
198 000,"533, rue Labrèche",Beauharnois (Maple Grove),3,1+1,1624,5965
710 000,"1020, chemin du Lac-Connelly",St-Hippolyte,3,2,2539,14025
249 900,"109, rue des Cours-d'Eau",Ste-Sophie,4,2,1080,5400
229 900,121-123 rue Saint-Louis,St-Jean-sur-Richelieu (St-Jean-sur-Richelieu),4,2+1,1039,4006
493 500,"3315, rue du Barrage",Jonquière (Jonquière),3,2+1,2044,18616
399 000,"646, rue Claudia",St-Joseph-Du-Lac,4,2+1,1350,9800
412 000,"2062, rue Gertrude",Carignan,3,1,1232,6996
234 000,"107, route 172 Est",St-Nazaire-Du-Lac-St-Jean,4,1+1,1276,53819
175 000,"1143, rue de la Montagne-des-Roches",Charlesbourg,2,2,1362,2587
143 995,"1167, rue Véronique",Sherbrooke (Fleurimont),3,1+1,962,1540
469 000,"1463, rue Marie-Rollet",Saint-Sacrement,6,2,962,2000
199 900,"13, rue Parent",St-Basile-Le-Grand,3,1+1,962,6650
263 000,"636, rue des Récollets",Longueuil (Vieux-Longueuil),4,1+1,1050,3300
324 000,"1836, rue de l'Orée des Champs",Jonquière (Arvida),3,2,1050,7434
419 000,"17, chemin Cousens",Bolton-Ouest,3,2,1407,95597
117 000,"1040, rue Bélanger",St-Agapit,2,1,1000,17500
257 700,"58, rue de la Chicorée",Beauport,3,2+1,977,4940
149 000,24-26 rue Desjardins,Ste-Agathe-Des-Monts,3,2,977,7366
465 000,"335, rue des Muguets",St-Bruno-De-Montarville,4,2,1485,10513
199 900,"608, chemin Notre-Dame de la Merci",St-Côme,4,2+1,1700,35600
89 900,"37, rue Saint-Georges",Ste-Angèle-De-Merici,3,1+1,1056,3876
115 000,"753-755, 4e rue de la Pointe",Shawinigan (Shawinigan),3,3,1056,1640
145 000,"1343, rue Juliette-Fortin",La Baie,3,1+1,716,3107
339 900,"1984, boulevard Anne-le-Seigneur",Chambly,4,1+1,1327,4070
125 000,"310, rue Laval",St-Joseph-De-Sorel,02,1+1,810,2838
289 900,"257, chemin des Cèdres",ND-Du-Laus,2,1+2,1024,65340
297 800,"1603, rue des Buissons",St-Romuald,2,2,1153,11189
495 900,"824, rue Judith-Jasmin",Terrebonne (Terrebonne),3,1+1,1680,4706
106 200,"216, rue de Saint-Vallier",Gatineau (Gatineau),3,1+1,1680,55972
153 000,"14, 464e Avenue",St-Hippolyte,1,1,620,11499
795 000,"40-4974, chemin St-Eloi",Jonquière (Jonquière),7,4+1,620,58437
158 200,"481, boulevard de Lanaudière",Ste-Anne-De-La-Perade,3,1,1632,17082
234 900,"197, route de la Mer",Ste-Flavie,4,2,1344,10000
192 000,"224, rue d'Everell",Beauport,2,1,1200,2366
274 500,"4252, rue des Tilleuls",Jonquière (Jonquière),3,2+1,1236,9301
309 500,"197, rue Carlyle Est",Chateauguay,4,2,1300,8816
265 000,"1279, rue Provancher",Cap-Rouge,4,2+1,1200,6313
245 000,"800, rue Tessier",Sherbrooke (Mont-Bellevue),4,2+1,1200,18131
614 900,"2095, rue Scott",Saint-Laurent,4,1+1,1237,4040
50 000,", chemin de la Poutrelle",St-Sauveur,4,1+1,1237,15000
355 000,"91, chemin du Lac-Maillé",St-Hippolyte,3,3,2400,20000
279 900,"1579, chemin du Mont-Gabriel",Ste-Adèle,4,2,842,12552
339 000,"191, rue Samson",Vanier,5,2,1038,6405
175 000,1974-1976 avenue des Érables,Plessisville,5,3,2582,5000
215 000,"370, avenue Thomas-Dionne",Rimouski (Pointe-Au-Père),5,2,1050,7133
299 000,"17, avenue Huard",Paspebiac,2,1+1,1675,30000
156 000,"5-517, rue Charbonneau",St-Eustache,2,1,900,52714
225 000,"19, chemin du Bocage",Adstock,2,1+1,704,8300
599 000,"140, rue des Pionniers",St-Charles-Borromée,5,2+1,3967,29546
200 000,"606, avenue Martin",St-Pascal-De-Kamouraska,3,1,1344,12458
324 000,"1047, rue de l'Acadie",Chambly,3,2+1,1344,13000
435 000,"568, rue du Chapelier",Bromont,4,2,1530,9828
292 000,"538-540, rue Colbert",Sherbrooke (Rock Forest),2,1,1530,80100
549 900,"45, rue de la Charente",L'Assomption,5,2+1,1834,7850
587 000,"735, rue Louis-Hébert",Longueuil (Vieux-Longueuil),4,2+1,2012,5500
192 500,"144, rue du Hêtre",Laurier-Station,3,2,900,5350
129 000,"320, chemin Blais",St-Mathieu-Du-Parc,3,1,900,33000
424 900,"16790, rue Jacques-Cartier",Mirabel (Domaine-Vert Nord),3,2,1172,8250
225 000,"181, rue Centrale",Yamaska,3,2,1650,30694
569 000,"605, rue Bauhaus",Granby,3,1+1,2000,7200
275 000,"31, rue Belleau",St-Étienne-De-Lauzon,5,2,936,8500
469 000,"305, rue Francis-Kearns",Magog,4,1+1,2210,59642
227 900,"6606, rue Camille",St-Émile,2,2,1050,3464
299 000,"16, chemin de l'Âtre",Lac-Beauport,4,2,1080,12000
87 500,"152, chemin du Lac-Saint-Onge Nord",Val-Barrette,2,1,750,11978
389 000,"303, rue des Pinsons",St-Germain-De-Grantham,4,2+1,2360,12000
356 000,"371, rue Roy-Audy",Boucherville,3,1+1,1035,6900
279 000,"1631, avenue Saint-Louis",Plessisville,6,2,1578,2948
194 900,"1544, rue des Abatis",Val-Bélair,2,1,1016,14295
499 900,"371, rue Tait",Saint-Laurent,4,2,888,3999
255 000,"680, rue des Bosquets",Lac-St-Charles,3,1+1,760,6000
744 000,"10, rue Beauregard",Shefford,3,3,2480,110655
399 000,"2056, rue des Aigles",Chicoutimi (Chicoutimi),5,2+1,1700,14722
339 000,"7971, avenue de Rambouillet",Charlesbourg,4,2,1225,8512
135 000,"106, boulevard Perron Est",Ste-Anne-Des-Monts,3,1+1,1872,44980
165 000,"5-2205, rue Isaac-Jogues",St-Jérôme (Lafontaine),2,1,1035,18707
72 500,"870, rue Sainte-Anne",Ste-Anne-De-La-Perade,3,1+1,1055,19308
349 000,"24, rue des Pommetiers",Ste-Martine,4,2,936,10207
234 900,"4650, terrasse des Princes",Terrebonne (Terrebonne),3,1+1,1200,7925
237 500,"491, rue de la Loire",Alma,4,2,1200,6985
270 000,"11, rue Rémillard",Lacolle,2,2,1050,8733
149 900,"2-3158, rue Sainte-Émilie",Jonquière (Arvida),1,2,984,12424
119 900,"295, rue des Oblats",Maniwaki,4,1+1,1718,5543
184 700,"909, route 271",Ste-Clotilde-De-Beauce,6,3+1,1750,69065
289 900,"360, 1er Chemin du Lac-Boucher",St-Alexis-Des-Monts,2,1+1,832,58396
369 000,"45, rue Rollet",Repentigny (Repentigny),4,2+1,1959,6500
439 000,"334, rue du Cantonnier",St-Augustin-De-Desmaures,4,2,1722,10902
289 500,"1841, rang Saint-Roch R.R.3",Chicoutimi (Chicoutimi),4,2,1100,86455
45 000,"., rue Leclerc",Cantley,4,2,1100,43311
675 000,"177, rue Voltaire",St-Jean-sur-Richelieu (St-Luc),3,2+1,2353,7600
163 000,"102, rue Claude",St-Cyprien,2,2,1000,19500
829 000,"3539, rue des Abénakis",Fabreville,4,3+1,2650,5576
105 000,"780, avenue André-Leclerc",St-Côme,3,1+1,700,12300
212 000,"678, rue d'Anglebert",Beauport,3,1,630,4347
275 000,"8565, rue Bellerive",Mercier / Hochelaga / Maisonneuve,3,1,1021,2880
609 000,"3779, rue Drolet",Le Plateau-Mont-Royal,3,2,1386,1566
259 900,"3995, rue Mousseau",L'Assomption,3,2,784,6000
215 500,"73, rue Dorval",Lévis,2,1,1098,5016
419 000,"608, rue Des Dahlias",Salaberry-De-Valleyfield,4,2,1275,7425
479 000,"170, chemin du Bord-de-l'Eau",Ste-Dorothée,4,2,2028,11051
320 000,"1061, rue Roméo-Vachon",Ste-Marie,4,2,1170,7567
614 000,"689, 11e avenue",Lachine,4,1,1170,4320
179 000,"1692, rue Mondor",Sherbrooke (Rock Forest),3,1+1,1120,4000
445 000,"1081, avenue des Diamants",Charlesbourg,3,1+2,1595,5830
229 900,"36, rue des Bruyères",Ste-Brigitte-De-Laval,3,2+1,1280,4104
269 900,"565, route 141",Ayer's Cliff,6,2,2662,117480
298 000,"3, rue de la Pierre",St-Tite-Des-Caps,3,1,1305,58297
364 000,"5002, 5e Rang",St-Jean-De-La-Lande,2,1,1415,47727
348 000,"85, chemin de Marieville",Rougemont,4,2+1,1468,16000
239 900,"303, rang Ste-Julie",ND-Des-Prairies,3,2,1468,73359
420 000,"59, rue de la Station",Sawyerville,2,1,1468,27965
225 000,"608, rue de l'Accueil",Chesterville,2,1+1,1568,18928
689 000,"1183, rue Jean-Carignan",Ste-Foy,4,1+1,2946,7200
499 000,"190, rue Bergeron",Canton-de-Hatley,4,3+1,2400,100188
474 000,"267, rue John-Dwyer",Granby,3,2,1381,9063
365 000,"197, rue Morin",Ste-Marcelline-De-Kildare,3,3,1500,15000
154 900,"1748, rang Saint-Édouard",St-Simon-De-Bagot,3,1,1041,24529
545 000,"3845, boulevard des Chenaux",Trois-Rivières (Trois-Rivières),5,2+1,1980,13336
323 000,"540, rue Lecavalier",St-Majorique-De-Grantham,5,2,1376,19200
259 000,"62, rue Renaud",Gatineau (Gatineau),4,1+1,1100,5355
144 000,"302-17600, place Després",Bécancour (St-Gregoire),2,1,1300,30000
855 000,"6345, avenue Cairns",Anjou,5,3,2088,8964
187 500,"745, rue Rondeau",Sherbrooke (Fleurimont),5,3,2088,5000
183 700,"4196, rue des Pins",Jonquière (Jonquière),5,2,864,9213
354 900,"16, rue Louis-Riel",St-Philippe,3,1+1,1615,10938
45 000,"xx, rue des Bouleaux",Petite-Rivière-St-François,3,1+1,1615,45633
125 000,"660, Route Marie-Victorin - ZONE C",St-Nicolas,3,1+1,1615,5940
400 000,"107, rue Gilbert-Gareau",St-Colomban,3,2+1,2120,32373
129 000,"140, chemin Rosenberry",Sutton,3,2+1,2120,217800
329 000,"1421, rue de la Montagne",St-Nicolas,4,2+1,1652,21000
314 900,"513, rue de la Fredière",St-Jean-sur-Richelieu (St-Athanase),2,2,1150,6090
158 900,"14-219, rue du Cardinal",St-Amable,2,1,980,15400
108 000,"250, route 204",St-Just-De-Bretenieres,2,1,980,4704480
539 900,"256, rue des Berges",Neuville,5,2,1800,12108
450 000,"765-767, rue Louis H. Desjardins",Terrebonne (Terrebonne),4,2,1800,5229
189 000,"2110, rue Anjou",Drummondville (Drummondville),3,1+1,1019,6818
173 000,"6-8109, boulevard Guillaume-Couture",Lévis,2,1,1200,8120
299 000,"6155, boulevard de la Grande-Baie Sud",La Baie,5,2,2421,21527
279 900,"2, route des Rivières",St-Étienne-De-Lauzon,2,1,1156,6000
229 900,"1242, rue du Blé",Lévis,3,1+1,1728,3700
129 000,"1790, rue du Capricorne",Bécancour (Gentilly),3,1,964,7150
237 000,"985, 9e Avenue B",St-Georges,4,1,1140,6689
294 000,"671, chemin Sainte-Marie",Lac-Aux-Sables,2,1+1,1500,10700
174 500,"45, place des Chênes",Windsor,3,1,576,6677
215 500,"498, rue des Agarics",Rimouski (Rimouski),3,2,786,4288
274 000,"171, rue Notre-Dame",ND-Du-Bon-Conseil,3,3+1,2688,14850
239 900,"24, chemin Prescott",ND-Du-Laus,3,1+1,960,55731
267 500,"6250, avenue Harpin",St-Hyacinthe (St-Thomas-D'Aquin),4,2,991,7911
445 000,"79, rue du Poitou",Rimouski (Rimouski),4,2,1296,9000
335 800,"54, rue de la Caille",St-Étienne-De-Lauzon,3,2+1,1164,5400
249 900,"1394, rue Gémier",Val-Bélair,3,1+1,830,6576
279 000,"1018, rue des Genévriers",St-Nicolas,4,2,1920,9350
457 000,1964-1966 rue Fleury Est,Ahuntsic / Cartierville,7,3,1920,2440
209 000,"80, rue des Hydrangées",St-Étienne-De-Lauzon,3,2,865,3918
193 000,"1690, rue Mancini",Sherbrooke (Jacques-Cartier),3,2+1,1296,3826
177 000,"11465, boulevard St-Claude",Loretteville,2,1,1060,6000
524 000,"721, rue du Moulin-Larochelle",St-Jean-Chrysostome,4,3+1,2258,16650
172 900,"1611, rue Pascal",St-Amable,3,1,924,10000
249 000,"166D, avenue des Sablonnières",Beauport,3,1+1,1155,3900
279 900,"859-861, rue Morin",Sherbrooke (St-Élie-d'Orford),3,2,1155,13787
261 000,1390 A-B rue de la Terrasse,Chicoutimi (Chicoutimi),6,2,1155,59790
499 000,"70, de la Brise",Orford,6,3,2688,30000
